turns,b_field_power,b_field_current,current,voltage,power
630,0.1812739391715597,0.18127393917155976,40.0,206.35174353986127,8254.06974159445
631,0.18156167558294314,0.18156167558294317,40.0,206.67928598992455,8267.171439596981
632,0.18184941199432655,0.1818494119943266,40.0,207.0068284399878,8280.273137599512
633,0.18213714840571,0.18213714840571002,40.0,207.33437089005108,8293.374835602042
634,0.18242488481709343,0.18242488481709346,40.0,207.66191334011435,8306.476533604573
635,0.18271262122847687,0.18271262122847687,40.0,207.9894557901776,8319.578231607105
636,0.1830003576398603,0.18300035763986028,40.0,208.31699824024088,8332.679929609636
637,0.18328809405124372,0.18328809405124372,40.0,208.64454069030415,8345.781627612167
638,0.18357583046262715,0.18357583046262718,40.0,208.97208314036743,8358.883325614697
639,0.1838635668740106,0.1838635668740106,40.0,209.2996255904307,8371.985023617228
640,0.184151303285394,0.18415130328539403,40.0,209.62716804049396,8385.086721619758
641,0.1844390396967774,0.18443903969677744,40.0,209.95471049055723,8398.188419622289
642,0.18472677610816085,0.18472677610816088,40.0,210.2822529406205,8411.29011762482
643,0.1850145125195443,0.1850145125195443,40.0,210.60979539068376,8424.39181562735
644,0.18530224893092773,0.18530224893092773,40.0,210.9373378407471,8437.493513629883
645,0.18558998534231116,0.18558998534231114,40.0,211.26488029081034,8450.595211632413
646,0.18587772175369457,0.18587772175369457,40.0,211.59242274087362,8463.696909634944
647,0.18616545816507798,0.18616545816507804,40.0,211.9199651909369,8476.798607637475
648,0.18645319457646145,0.18645319457646145,40.0,212.24750764100014,8489.900305640007
649,0.18674093098784486,0.18674093098784486,40.0,212.57505009106342,8503.002003642538
650,0.1870286673992283,0.1870286673992283,40.0,212.9025925411267,8516.103701645068
651,0.1873164038106117,0.1873164038106117,40.0,213.23013499118997,8529.205399647599
652,0.18760414022199515,0.18760414022199515,40.0,213.55767744125325,8542.30709765013
653,0.18789187663337859,0.18789187663337856,40.0,213.8852198913165,8555.40879565266
654,0.188179613044762,0.188179613044762,40.0,214.21276234137977,8568.51049365519
655,0.1884673494561454,0.18846734945614546,40.0,214.54030479144305,8581.612191657721
